Date,Month,Year,Revenue,Expenses,Income,Cash_Flow,Quarter,Day_of_Week,Week_of_Year,Cumulative_Cash_Flow
2020-10-31,10,2020,9300.1,6595.08,2705.02,-153.59,4,5,44,848800.1500000005
2020-11-01,11,2020,9274.22,6200.78,3073.44,4550.3,4,6,44,853350.4500000005
2020-11-02,11,2020,12566.38,8770.69,3795.68,2708.7,4,0,45,856059.1500000005
2020-11-03,11,2020,12846.44,9226.02,3620.42,-657.5,4,1,45,855401.6500000005
2020-11-04,11,2020,13326.59,8490.9,4835.7,6605.58,4,2,45,862007.2300000004
2020-11-05,11,2020,14471.25,9819.58,4651.67,6585.17,4,3,45,868592.4000000005
2020-11-06,11,2020,15111.22,10149.48,4961.74,11657.8,4,4,45,880250.2000000005
2020-11-07,11,2020,8653.62,5858.89,2794.73,15926.93,4,5,45,896177.1300000006
2020-11-08,11,2020,7485.82,5994.22,1491.59,1468.85,4,6,45,897645.9800000006
2020-11-09,11,2020,13401.29,9580.12,3821.17,3234.95,4,0,46,900880.9300000005
2020-11-10,11,2020,14922.84,10091.64,4831.2,92.88,4,1,46,900973.8100000005
2020-11-11,11,2020,13263.11,9156.63,4106.47,1917.78,4,2,46,902891.5900000005
2020-11-12,11,2020,15002.01,11333.8,3668.22,-133.15,4,3,46,902758.4400000005
2020-11-13,11,2020,13924.86,9068.89,4855.97,4929.96,4,4,46,907688.4000000005
2020-11-14,11,2020,8017.01,5575.62,2441.39,-2529.26,4,5,46,905159.1400000005
2020-11-15,11,2020,8908.49,6120.34,2788.16,-191.3,4,6,46,904967.8400000004
2020-11-16,11,2020,12806.63,9660.03,3146.6,-1173.91,4,0,47,903793.9300000004
2020-11-17,11,2020,11730.64,8521.31,3209.33,1289.92,4,1,47,905083.8500000004
2020-11-18,11,2020,14744.65,10984.13,3760.52,3869.35,4,2,47,908953.2000000004
2020-11-19,11,2020,13430.41,9935.2,3495.22,3715.98,4,3,47,912669.1800000004
2020-11-20,11,2020,12415.2,9178.62,3236.59,3274.59,4,4,47,915943.7700000004
2020-11-21,11,2020,7541.58,5237.65,2303.93,2619.69,4,5,47,918563.4600000003
2020-11-22,11,2020,9889.81,7289.85,2599.97,-241.33,4,6,47,918322.1300000004
2020-11-23,11,2020,17241.52,11917.44,5324.08,4153.28,4,0,48,922475.4100000004
2020-11-24,11,2020,13289.17,9431.73,3857.44,7645.65,4,1,48,930121.0600000004
2020-11-25,11,2020,13195.34,8308.89,4886.44,9093.64,4,2,48,939214.7000000004
2020-11-26,11,2020,14064.54,9627.74,4436.81,1396.84,4,3,48,940611.5400000004
2020-11-27,11,2020,13120.69,8803.47,4317.22,5484.6,4,4,48,946096.1400000004
2020-11-28,11,2020,9242.98,6440.47,2802.5,-2247.38,4,5,48,943848.7600000004
2020-11-29,11,2020,8016.35,5749.26,2267.09,3738.3,4,6,48,947587.0600000004
2020-11-30,11,2020,15296.28,11233.49,4062.8,1636.93,4,0,49,949223.9900000005
2020-12-01,12,2020,14220.83,10363.98,3856.85,3791.29,4,1,49,953015.2800000005
2020-12-02,12,2020,16457.16,13329.56,3127.6,3581.18,4,2,49,956596.4600000005
2020-12-03,12,2020,17424.83,11269.35,6155.48,3469.84,4,3,49,960066.3000000005
2020-12-04,12,2020,15100.77,11143.57,3957.2,3609.39,4,4,49,963675.6900000005
2020-12-05,12,2020,8932.17,5919.89,3012.28,4757.84,4,5,49,968433.5300000005
2020-12-06,12,2020,11262.92,7610.55,3652.37,5515.66,4,6,49,973949.1900000005
2020-12-07,12,2020,16247.87,11720.56,4527.31,6361.72,4,0,50,980310.9100000005
2020-12-08,12,2020,16300.21,10863.58,5436.62,2796.12,4,1,50,983107.0300000005
2020-12-09,12,2020,14624.17,10829.79,3794.38,747.44,4,2,50,983854.4700000004
2020-12-10,12,2020,11282.26,7182.91,4099.35,2516.25,4,3,50,986370.7200000004
2020-12-11,12,2020,14900.26,10599.79,4300.47,4878.36,4,4,50,991249.0800000004
2020-12-12,12,2020,7020.12,5303.81,1716.31,-2640.04,4,5,50,988609.0400000004
2020-12-13,12,2020,7853.45,6240.11,1613.34,-1748.91,4,6,50,986860.1300000004
2020-12-14,12,2020,14165.36,9843.42,4321.94,9292.07,4,0,51,996152.2000000003
2020-12-15,12,2020,15465.38,10177.61,5287.76,7051.56,4,1,51,1003203.7600000004
2020-12-16,12,2020,14203.66,9605.39,4598.28,1471.91,4,2,51,1004675.6700000004
2020-12-17,12,2020,11468.65,7411.46,4057.19,-5510.21,4,3,51,999165.4600000004
2020-12-18,12,2020,15365.01,12778.25,2586.76,5687.72,4,4,51,1004853.1800000004
2020-12-19,12,2020,7316.0,4806.59,2509.41,1123.29,4,5,51,1005976.4700000004
2020-12-20,12,2020,9428.81,7053.42,2375.39,703.24,4,6,51,1006679.7100000004
2020-12-21,12,2020,12174.19,8699.6,3474.6,531.99,4,0,52,1007211.7000000004
2020-12-22,12,2020,16237.13,11735.43,4501.69,6511.19,4,1,52,1013722.8900000004
2020-12-23,12,2020,16036.65,10788.3,5248.35,1401.8,4,2,52,1015124.6900000004
2020-12-24,12,2020,14835.48,9996.49,4839.0,4967.63,4,3,52,1020092.3200000004
2020-12-25,12,2020,14858.57,10590.65,4267.92,3837.87,4,4,52,1023930.1900000004
2020-12-26,12,2020,9888.28,7040.69,2847.59,-1563.91,4,5,52,1022366.2800000004
2020-12-27,12,2020,6788.44,5468.21,1320.23,8028.22,4,6,52,1030394.5000000003
2020-12-28,12,2020,13186.62,8317.69,4868.93,-410.25,4,0,53,1029984.2500000003
2020-12-29,12,2020,16375.71,12000.04,4375.67,3406.27,4,1,53,1033390.5200000004
2020-12-30,12,2020,15233.84,10074.99,5158.85,6244.15,4,2,53,1039634.6700000004
2020-12-31,12,2020,15557.05,11631.33,3925.73,952.99,4,3,53,1040587.6600000004
2021-01-01,1,2021,9674.81,6462.06,3212.76,4469.65,1,4,53,1045057.3100000004
2021-01-02,1,2021,5762.28,4134.85,1627.43,-4681.81,1,5,53,1040375.5000000003
2021-01-03,1,2021,6117.16,4075.5,2041.66,12831.62,1,6,53,1053207.1200000003
2021-01-04,1,2021,9080.06,5496.34,3583.73,-2519.87,1,0,1,1050687.2500000002
2021-01-05,1,2021,9413.32,6799.9,2613.42,-844.29,1,1,1,1049842.9600000002
2021-01-06,1,2021,8523.67,5630.34,2893.33,3815.22,1,2,1,1053658.1800000002
2021-01-07,1,2021,8789.51,6187.33,2602.18,7418.29,1,3,1,1061076.4700000002
2021-01-08,1,2021,9248.67,6787.58,2461.1,-581.18,1,4,1,1060495.2900000003
2021-01-09,1,2021,5763.42,3307.2,2456.22,4510.75,1,5,1,1065006.0400000003
2021-01-10,1,2021,6538.31,4705.1,1833.21,10386.21,1,6,1,1075392.2500000002
2021-01-11,1,2021,8767.75,5714.69,3053.06,7578.5,1,0,2,1082970.7500000002
2021-01-12,1,2021,10124.11,6564.03,3560.08,7300.73,1,1,2,1090271.4800000002
2021-01-13,1,2021,9088.34,6429.82,2658.52,-677.33,1,2,2,1089594.1500000001
2021-01-14,1,2021,9144.62,6694.43,2450.19,586.81,1,3,2,1090180.9600000002
2021-01-15,1,2021,6995.66,4849.99,2145.67,13522.51,1,4,2,1103703.4700000002
2021-01-16,1,2021,5659.72,3981.15,1678.57,2638.1,1,5,2,1106341.5700000003
2021-01-17,1,2021,5668.44,3887.22,1781.22,-2161.4,1,6,2,1104180.1700000004
2021-01-18,1,2021,6639.02,4652.92,1986.1,8809.84,1,0,3,1112990.0100000005
2021-01-19,1,2021,10410.74,7120.9,3289.84,2503.76,1,1,3,1115493.7700000005
2021-01-20,1,2021,9016.71,6476.31,2540.4,3829.79,1,2,3,1119323.5600000005
2021-01-21,1,2021,10455.31,7742.19,2713.12,627.33,1,3,3,1119950.8900000006
2021-01-22,1,2021,9455.28,6548.62,2906.66,759.23,1,4,3,1120710.1200000006
2021-01-23,1,2021,4597.24,3245.43,1351.81,1008.66,1,5,3,1121718.7800000005
2021-01-24,1,2021,5668.7,3991.43,1677.28,1758.55,1,6,3,1123477.3300000005
2021-01-25,1,2021,10136.44,6614.82,3521.63,2639.72,1,0,4,1126117.0500000005
2021-01-26,1,2021,8486.61,5635.43,2851.18,16884.44,1,1,4,1143001.4900000005
2021-01-27,1,2021,7877.49,4981.11,2896.38,3740.42,1,2,4,1146741.9100000004
2021-01-28,1,2021,8511.01,6268.89,2242.12,-522.88,1,3,4,1146219.0300000005
2021-01-29,1,2021,10257.69,7247.62,3010.07,-1786.12,1,4,4,1144432.9100000004
2021-01-30,1,2021,5061.53,3374.46,1687.07,6400.54,1,5,4,1150833.4500000004
2021-01-31,1,2021,5239.08,4297.98,941.1,3065.76,1,6,4,1153899.2100000004
2021-02-01,2,2021,10080.3,6252.95,3827.35,8791.41,1,0,5,1162690.6200000003
2021-02-02,2,2021,10554.01,6930.7,3623.31,5052.05,1,1,5,1167742.6700000004
2021-02-03,2,2021,10224.57,6968.26,3256.31,4482.6,1,2,5,1172225.2700000005
2021-02-04,2,2021,9755.86,7032.25,2723.61,11340.28,1,3,5,1183565.5500000005
2021-02-05,2,2021,9904.86,7316.23,2588.63,4184.38,1,4,5,1187749.9300000004
2021-02-06,2,2021,6219.06,4307.37,1911.7,1676.56,1,5,5,1189426.4900000005
2021-02-07,2,2021,5172.28,3670.16,1502.12,7550.85,1,6,5,1196977.3400000005
2021-02-08,2,2021,10220.26,7505.74,2714.52,-5855.65,1,0,6,1191121.6900000006
2021-02-09,2,2021,9168.85,6560.26,2608.6,2204.28,1,1,6,1193325.9700000007
2021-02-10,2,2021,11938.47,7543.22,4395.25,2901.31,1,2,6,1196227.2800000007
2021-02-11,2,2021,9115.54,6981.12,2134.42,3928.95,1,3,6,1200156.2300000007
2021-02-12,2,2021,10979.5,7511.2,3468.3,6666.37,1,4,6,1206822.6000000008
2021-02-13,2,2021,6299.38,4540.99,1758.39,964.24,1,5,6,1207786.8400000008
2021-02-14,2,2021,6781.88,4826.4,1955.49,-2579.15,1,6,6,1205207.6900000009
2021-02-15,2,2021,9343.28,6895.7,2447.58,3841.39,1,0,7,1209049.0800000008
2021-02-16,2,2021,8495.14,6905.17,1589.97,-1656.5,1,1,7,1207392.5800000008
2021-02-17,2,2021,9649.2,7132.13,2517.07,430.83,1,2,7,1207823.4100000008
2021-02-18,2,2021,8525.18,5624.92,2900.25,-1762.8,1,3,7,1206060.6100000008
2021-02-19,2,2021,10706.18,8395.55,2310.64,3632.42,1,4,7,1209693.0300000007
2021-02-20,2,2021,5664.79,3903.62,1761.17,3268.75,1,5,7,1212961.7800000007
2021-02-21,2,2021,5317.87,3345.28,1972.59,-559.2,1,6,7,1212402.5800000008
2021-02-22,2,2021,10187.41,7136.86,3050.55,-343.56,1,0,8,1212059.0200000007
2021-02-23,2,2021,10686.22,7131.47,3554.75,3229.85,1,1,8,1215288.8700000008
2021-02-24,2,2021,10349.76,7151.94,3197.82,2014.54,1,2,8,1217303.4100000008
2021-02-25,2,2021,11350.66,7466.3,3884.35,1585.03,1,3,8,1218888.4400000009
2021-02-26,2,2021,9396.41,6123.75,3272.66,3816.63,1,4,8,1222705.0700000008
2021-02-27,2,2021,6507.94,4632.46,1875.48,1475.29,1,5,8,1224180.3600000008
2021-02-28,2,2021,6873.94,4220.56,2653.38,8032.82,1,6,8,1232213.1800000009
2021-03-01,3,2021,9223.38,6517.74,2705.63,208.26,1,0,9,1232421.4400000009
2021-03-02,3,2021,10148.17,7271.25,2876.92,3822.59,1,1,9,1236244.030000001
2021-03-03,3,2021,12396.5,9294.6,3101.89,3131.19,1,2,9,1239375.220000001
2021-03-04,3,2021,10717.55,7864.86,2852.69,5452.15,1,3,9,1244827.3700000008
2021-03-05,3,2021,12379.42,9245.92,3133.5,-642.41,1,4,9,1244184.960000001
2021-03-06,3,2021,7186.8,5335.88,1850.92,11459.82,1,5,9,1255644.780000001
2021-03-07,3,2021,6482.01,4825.98,1656.03,5551.3,1,6,9,1261196.080000001
2021-03-08,3,2021,11852.31,7682.1,4170.2,172.44,1,0,10,1261368.520000001
2021-03-09,3,2021,11157.88,7187.27,3970.61,2740.31,1,1,10,1264108.830000001
2021-03-10,3,2021,10081.03,7667.6,2413.43,3498.59,1,2,10,1267607.420000001
2021-03-11,3,2021,11513.65,7037.01,4476.64,3979.75,1,3,10,1271587.170000001
2021-03-12,3,2021,11683.51,7810.86,3872.65,7967.21,1,4,10,1279554.380000001
2021-03-13,3,2021,7770.8,5241.28,2529.53,-151.45,1,5,10,1279402.930000001
2021-03-14,3,2021,6882.76,4625.56,2257.2,1873.06,1,6,10,1281275.9900000012
2021-03-15,3,2021,11619.85,8118.04,3501.81,1984.04,1,0,11,1283260.0300000012
2021-03-16,3,2021,10941.55,6927.25,4014.3,6245.84,1,1,11,1289505.8700000013
2021-03-17,3,2021,11515.46,8012.78,3502.68,60.67,1,2,11,1289566.5400000012
2021-03-18,3,2021,9619.67,6163.36,3456.3,9731.86,1,3,11,1299298.4000000013
2021-03-19,3,2021,11643.09,7634.4,4008.69,1855.78,1,4,11,1301154.1800000013
2021-03-20,3,2021,6693.94,5084.02,1609.92,2574.39,1,5,11,1303728.5700000012
2021-03-21,3,2021,7443.17,5130.24,2312.93,-1930.47,1,6,11,1301798.1000000013
2021-03-22,3,2021,11579.72,8131.16,3448.57,2074.07,1,0,12,1303872.1700000013
2021-03-23,3,2021,10983.76,7476.99,3506.78,837.91,1,1,12,1304710.0800000012
2021-03-24,3,2021,11750.59,8653.16,3097.43,-1539.37,1,2,12,1303170.7100000011
2021-03-25,3,2021,10916.61,6102.42,4814.19,4811.47,1,3,12,1307982.180000001
2021-03-26,3,2021,11942.4,7787.81,4154.59,5517.88,1,4,12,1313500.060000001
2021-03-27,3,2021,6242.75,4154.38,2088.37,493.9,1,5,12,1313993.960000001
2021-03-28,3,2021,7088.17,4483.43,2604.74,4063.51,1,6,12,1318057.470000001
2021-03-29,3,2021,11146.61,6460.94,4685.67,1950.06,1,0,13,1320007.530000001
2021-03-30,3,2021,10857.51,8398.18,2459.34,-961.9,1,1,13,1319045.630000001
2021-03-31,3,2021,12436.62,8558.21,3878.41,1970.08,1,2,13,1321015.7100000011
2021-04-01,4,2021,12362.2,8357.21,4005.0,4239.15,2,3,13,1325254.860000001
2021-04-02,4,2021,9624.41,6730.43,2893.98,5026.68,2,4,13,1330281.540000001
2021-04-03,4,2021,6656.18,4241.15,2415.03,2405.09,2,5,13,1332686.630000001
2021-04-04,4,2021,7733.62,5744.56,1989.07,675.61,2,6,13,1333362.2400000012
2021-04-05,4,2021,11800.43,8720.37,3080.06,4103.72,2,0,14,1337465.9600000011
2021-04-06,4,2021,11132.2,8352.23,2779.97,4882.53,2,1,14,1342348.4900000012
2021-04-07,4,2021,12778.2,8950.51,3827.68,7498.07,2,2,14,1349846.5600000012
2021-04-08,4,2021,10266.12,7193.64,3072.48,-1581.07,2,3,14,1348265.4900000012
2021-04-09,4,2021,11477.8,8947.47,2530.34,-1875.75,2,4,14,1346389.7400000012
2021-04-10,4,2021,6425.08,4736.51,1688.57,1885.95,2,5,14,1348275.690000001
2021-04-11,4,2021,7251.59,5708.69,1542.91,194.74,2,6,14,1348470.430000001
2021-04-12,4,2021,11620.57,8381.32,3239.25,7678.74,2,0,15,1356149.170000001
2021-04-13,4,2021,10313.36,6928.12,3385.24,-1281.49,2,1,15,1354867.680000001
2021-04-14,4,2021,10067.98,6101.24,3966.75,6870.2,2,2,15,1361737.880000001
2021-04-15,4,2021,8815.24,6172.15,2643.08,2736.17,2,3,15,1364474.050000001
2021-04-16,4,2021,10866.7,7745.45,3121.25,37.53,2,4,15,1364511.580000001
2021-04-17,4,2021,7726.11,5836.61,1889.5,3320.24,2,5,15,1367831.820000001
2021-04-18,4,2021,7491.62,5567.72,1923.89,8226.3,2,6,15,1376058.120000001
2021-04-19,4,2021,13480.63,9525.43,3955.2,2165.37,2,0,16,1378223.4900000012
2021-04-20,4,2021,11706.7,9031.81,2674.89,-1677.36,2,1,16,1376546.130000001
2021-04-21,4,2021,11776.36,7832.34,3944.02,6159.91,2,2,16,1382706.040000001
2021-04-22,4,2021,12688.81,8407.11,4281.7,10620.09,2,3,16,1393326.130000001
2021-04-23,4,2021,9753.83,7129.91,2623.92,8049.03,2,4,16,1401375.160000001
2021-04-24,4,2021,6159.94,3881.64,2278.3,2911.24,2,5,16,1404286.400000001
2021-04-25,4,2021,7437.36,5319.8,2117.55,-756.58,2,6,16,1403529.820000001
2021-04-26,4,2021,12145.74,8150.37,3995.37,1767.79,2,0,17,1405297.610000001
2021-04-27,4,2021,10649.38,7485.07,3164.31,8730.23,2,1,17,1414027.840000001
2021-04-28,4,2021,10647.57,6596.27,4051.3,3979.85,2,2,17,1418007.690000001
2021-04-29,4,2021,12672.3,9131.81,3540.49,2023.38,2,3,17,1420031.070000001
2021-04-30,4,2021,11018.73,7353.85,3664.88,9799.01,2,4,17,1429830.080000001
2021-05-01,5,2021,7961.34,5932.1,2029.23,-5931.15,2,5,17,1423898.930000001
2021-05-02,5,2021,8358.14,6281.39,2076.76,542.62,2,6,17,1424441.5500000012
2021-05-03,5,2021,11373.0,8589.49,2783.51,628.6,2,0,18,1425070.1500000013
2021-05-04,5,2021,11239.51,8214.89,3024.62,-1264.54,2,1,18,1423805.6100000013
2021-05-05,5,2021,14151.63,10399.54,3752.08,648.43,2,2,18,1424454.0400000012
2021-05-06,5,2021,12528.12,7790.18,4737.94,1200.93,2,3,18,1425654.9700000011
2021-05-07,5,2021,12806.61,9874.23,2932.38,3305.21,2,4,18,1428960.180000001
2021-05-08,5,2021,8237.29,5896.32,2340.97,10109.06,2,5,18,1439069.2400000012
2021-05-09,5,2021,9926.32,6364.6,3561.71,1938.57,2,6,18,1441007.8100000012
2021-05-10,5,2021,12900.51,9739.49,3161.03,4541.16,2,0,19,1445548.9700000011
2021-05-11,5,2021,11926.89,9012.77,2914.12,3508.0,2,1,19,1449056.9700000011
2021-05-12,5,2021,13635.77,10257.56,3378.2,4928.27,2,2,19,1453985.2400000012
2021-05-13,5,2021,13620.27,8804.16,4816.11,-318.61,2,3,19,1453666.630000001
2021-05-14,5,2021,15333.97,11769.69,3564.28,1505.97,2,4,19,1455172.600000001
2021-05-15,5,2021,8552.51,5960.26,2592.25,1279.32,2,5,19,1456451.920000001
2021-05-16,5,2021,8156.21,5975.4,2180.81,24.5,2,6,19,1456476.420000001
2021-05-17,5,2021,14329.66,10460.1,3869.56,1590.45,2,0,20,1458066.870000001
2021-05-18,5,2021,14184.58,9881.77,4302.81,6049.22,2,1,20,1464116.090000001
2021-05-19,5,2021,15882.25,10749.77,5132.48,7758.63,2,2,20,1471874.720000001
2021-05-20,5,2021,14925.13,10671.3,4253.83,2558.08,2,3,20,1474432.800000001
2021-05-21,5,2021,12272.05,8499.01,3773.05,3900.19,2,4,20,1478332.990000001
2021-05-22,5,2021,8517.5,5619.71,2897.79,3910.9,2,5,20,1482243.8900000008
2021-05-23,5,2021,8710.57,6797.57,1913.0,-1130.47,2,6,20,1481113.4200000009
2021-05-24,5,2021,12269.19,7400.92,4868.27,-1740.6,2,0,21,1479372.8200000008
2021-05-25,5,2021,15288.37,10898.42,4389.96,4189.69,2,1,21,1483562.5100000007
2021-05-26,5,2021,11098.74,7512.29,3586.46,4545.15,2,2,21,1488107.6600000006
2021-05-27,5,2021,12350.36,7844.88,4505.48,-68.11,2,3,21,1488039.5500000005
2021-05-28,5,2021,12832.96,8388.45,4444.5,45.7,2,4,21,1488085.2500000005
2021-05-29,5,2021,7175.47,5153.54,2021.93,-2639.89,2,5,21,1485445.3600000006
2021-05-30,5,2021,7908.43,5945.49,1962.93,-306.64,2,6,21,1485138.7200000007
2021-05-31,5,2021,11865.84,8006.78,3859.07,8125.04,2,0,22,1493263.7600000007
2021-06-01,6,2021,14259.48,9240.81,5018.68,586.24,2,1,22,1493850.0000000007
2021-06-02,6,2021,16973.63,11547.9,5425.72,4641.63,2,2,22,1498491.6300000006
2021-06-03,6,2021,13599.42,9684.25,3915.17,4952.83,2,3,22,1503444.4600000007
2021-06-04,6,2021,16703.6,13050.49,3653.11,6165.62,2,4,22,1509610.0800000008
2021-06-05,6,2021,9666.2,6201.94,3464.26,4568.02,2,5,22,1514178.1000000008
2021-06-06,6,2021,7913.34,5326.02,2587.31,8026.44,2,6,22,1522204.5400000007
2021-06-07,6,2021,12495.78,8884.84,3610.94,6495.65,2,0,23,1528700.1900000006
2021-06-08,6,2021,14783.49,11552.07,3231.41,910.71,2,1,23,1529610.9000000006
2021-06-09,6,2021,17614.86,12880.35,4734.5,5351.86,2,2,23,1534962.7600000007
2021-06-10,6,2021,12208.52,8174.86,4033.66,19182.62,2,3,23,1554145.3800000008
2021-06-11,6,2021,14269.31,10398.55,3870.76,4707.97,2,4,23,1558853.3500000008
2021-06-12,6,2021,9174.95,7119.25,2055.7,-3299.54,2,5,23,1555553.8100000008
2021-06-13,6,2021,9437.93,6434.15,3003.78,499.37,2,6,23,1556053.1800000009
2021-06-14,6,2021,17480.25,12429.76,5050.49,8172.69,2,0,24,1564225.8700000008
2021-06-15,6,2021,14170.33,9556.37,4613.96,8469.81,2,1,24,1572695.6800000009
2021-06-16,6,2021,13293.09,9524.17,3768.92,16223.78,2,2,24,1588919.460000001
2021-06-17,6,2021,13467.14,10273.51,3193.63,1572.3,2,3,24,1590491.760000001
2021-06-18,6,2021,15074.19,11945.25,3128.94,2762.4,2,4,24,1593254.1600000008
2021-06-19,6,2021,9564.8,6351.59,3213.22,-1192.08,2,5,24,1592062.0800000008
2021-06-20,6,2021,9101.84,6687.58,2414.25,7684.18,2,6,24,1599746.2600000007
2021-06-21,6,2021,12058.19,8640.5,3417.69,1911.73,2,0,25,1601657.9900000007
2021-06-22,6,2021,15529.27,11676.75,3852.52,639.11,2,1,25,1602297.1000000008
2021-06-23,6,2021,15335.84,10386.61,4949.23,4575.99,2,2,25,1606873.0900000008
2021-06-24,6,2021,15045.17,10388.31,4656.86,12539.44,2,3,25,1619412.5300000007
2021-06-25,6,2021,14265.5,7852.35,6413.15,-1562.45,2,4,25,1617850.0800000008
2021-06-26,6,2021,9224.81,6534.23,2690.57,3185.43,2,5,25,1621035.5100000007
2021-06-27,6,2021,8158.02,5945.3,2212.72,-3332.16,2,6,25,1617703.3500000008
2021-06-28,6,2021,12683.73,8204.49,4479.24,9125.54,2,0,26,1626828.8900000008
2021-06-29,6,2021,15899.34,10923.76,4975.58,3344.84,2,1,26,1630173.730000001
2021-06-30,6,2021,15277.97,9453.4,5824.57,2771.64,2,2,26,1632945.3700000008
2021-07-01,7,2021,14383.64,10582.88,3800.76,836.23,3,3,26,1633781.6000000008
2021-07-02,7,2021,17625.41,13051.52,4573.89,889.17,3,4,26,1634670.7700000007
2021-07-03,7,2021,9606.37,6380.78,3225.59,12082.64,3,5,26,1646753.4100000006
2021-07-04,7,2021,9173.1,6318.86,2854.24,2927.97,3,6,26,1649681.3800000006
2021-07-05,7,2021,15460.83,10573.08,4887.75,8582.4,3,0,27,1658263.7800000005
2021-07-06,7,2021,16850.1,11494.89,5355.21,1618.81,3,1,27,1659882.5900000005
2021-07-07,7,2021,15019.92,10287.42,4732.5,1150.63,3,2,27,1661033.2200000004
2021-07-08,7,2021,12066.31,9067.02,2999.29,-4612.65,3,3,27,1656420.5700000005
2021-07-09,7,2021,16551.06,11156.56,5394.49,2859.22,3,4,27,1659279.7900000005
2021-07-10,7,2021,10005.92,6971.79,3034.13,8494.45,3,5,27,1667774.2400000005
2021-07-11,7,2021,8273.71,6162.66,2111.05,5088.09,3,6,27,1672862.3300000005
2021-07-12,7,2021,14098.91,9893.52,4205.4,10326.28,3,0,28,1683188.6100000006
2021-07-13,7,2021,14949.65,10798.78,4150.86,10400.5,3,1,28,1693589.1100000006
2021-07-14,7,2021,15774.92,11166.26,4608.66,2288.8,3,2,28,1695877.9100000006
2021-07-15,7,2021,16597.29,11339.06,5258.23,-1247.65,3,3,28,1694630.2600000007
2021-07-16,7,2021,13288.06,8114.39,5173.67,1874.77,3,4,28,1696505.0300000007
2021-07-17,7,2021,8594.12,5865.65,2728.47,4220.49,3,5,28,1700725.5200000007
2021-07-18,7,2021,8450.85,6034.42,2416.43,1442.3,3,6,28,1702167.8200000008
2021-07-19,7,2021,11535.38,7692.25,3843.12,-1415.71,3,0,29,1700752.1100000008
2021-07-20,7,2021,13163.94,7822.11,5341.82,5565.62,3,1,29,1706317.730000001
2021-07-21,7,2021,14316.1,9831.03,4485.07,10214.61,3,2,29,1716532.340000001
2021-07-22,7,2021,12345.23,8865.31,3479.92,906.6,3,3,29,1717438.940000001
2021-07-23,7,2021,15721.8,11658.11,4063.69,9901.45,3,4,29,1727340.390000001
2021-07-24,7,2021,9887.65,7209.85,2677.8,6604.55,3,5,29,1733944.940000001
2021-07-25,7,2021,10435.87,7863.75,2572.12,1964.61,3,6,29,1735909.5500000012
2021-07-26,7,2021,13868.13,8994.47,4873.66,3210.57,3,0,30,1739120.1200000013
2021-07-27,7,2021,17177.26,11615.27,5561.99,18358.32,3,1,30,1757478.4400000013
2021-07-28,7,2021,14259.92,9302.77,4957.15,3013.06,3,2,30,1760491.5000000014
2021-07-29,7,2021,13340.49,8741.4,4599.09,-674.98,3,3,30,1759816.5200000014
2021-07-30,7,2021,14378.42,9066.32,5312.1,9140.39,3,4,30,1768956.9100000013
2021-07-31,7,2021,8358.05,6287.4,2070.65,7116.65,3,5,30,1776073.5600000012
2021-08-01,8,2021,10978.11,8398.42,2579.68,15448.64,3,6,30,1791522.2000000011
2021-08-02,8,2021,13856.49,10153.37,3703.12,8997.6,3,0,31,1800519.8000000012
2021-08-03,8,2021,11807.17,7904.89,3902.28,1016.71,3,1,31,1801536.5100000012
2021-08-04,8,2021,14721.71,9821.23,4900.48,9678.68,3,2,31,1811215.190000001
2021-08-05,8,2021,15115.25,9684.29,5430.96,-290.79,3,3,31,1810924.400000001
2021-08-06,8,2021,13559.8,8579.57,4980.23,9060.67,3,4,31,1819985.070000001
2021-08-07,8,2021,8091.95,5876.86,2215.09,5352.38,3,5,31,1825337.450000001
2021-08-08,8,2021,7848.57,5309.9,2538.68,45.44,3,6,31,1825382.8900000008
2021-08-09,8,2021,12657.24,9156.14,3501.1,7184.24,3,0,32,1832567.1300000008
2021-08-10,8,2021,15134.94,8359.73,6775.21,2256.94,3,1,32,1834824.0700000008
2021-08-11,8,2021,14171.95,10425.11,3746.84,-3577.78,3,2,32,1831246.2900000007
2021-08-12,8,2021,15836.62,9594.5,6242.12,6599.72,3,3,32,1837846.0100000007
2021-08-13,8,2021,15610.31,12823.31,2787.0,10085.25,3,4,32,1847931.2600000007
2021-08-14,8,2021,9921.56,7261.27,2660.29,-2447.38,3,5,32,1845483.8800000008
2021-08-15,8,2021,8417.9,5778.27,2639.62,2253.81,3,6,32,1847737.6900000009
2021-08-16,8,2021,13315.81,9092.05,4223.76,3435.63,3,0,33,1851173.3200000008
2021-08-17,8,2021,16646.0,12743.47,3902.52,-1283.01,3,1,33,1849890.3100000008
2021-08-18,8,2021,14392.98,8553.12,5839.85,1753.84,3,2,33,1851644.1500000008
2021-08-19,8,2021,14345.81,10096.49,4249.32,415.78,3,3,33,1852059.9300000009
2021-08-20,8,2021,14423.98,9793.62,4630.36,4808.08,3,4,33,1856868.010000001
2021-08-21,8,2021,9538.39,5672.12,3866.27,745.99,3,5,33,1857614.000000001
2021-08-22,8,2021,9296.75,6166.92,3129.82,3788.34,3,6,33,1861402.340000001
2021-08-23,8,2021,15793.48,11891.01,3902.48,7118.09,3,0,34,1868520.430000001
2021-08-24,8,2021,13793.33,10473.78,3319.55,1023.92,3,1,34,1869544.350000001
