date,day_of_week,month,year,quarter,revenue,sales,expenditure,profit,profit_margin,cumulative_revenue,cumulative_profit
2024-11-01,Friday,November,2024,Q4,80543,81962,47289,33254,41.29,78079845,23465829
2024-11-02,Saturday,November,2024,Q4,45554,41231,41174,4380,9.61,78125399,23470209
2024-11-03,Sunday,November,2024,Q4,53045,64555,49515,3530,6.65,78178444,23473739
2024-11-04,Monday,November,2024,Q4,101189,82241,42647,58542,57.85,78279633,23532281
2024-11-05,Tuesday,November,2024,Q4,109473,93967,42325,67148,61.34,78389106,23599429
2024-11-06,Wednesday,November,2024,Q4,94080,85516,44194,49886,53.03,78483186,23649315
2024-11-07,Thursday,November,2024,Q4,183236,205063,45520,137716,75.16,78666422,23787031
2024-11-08,Friday,November,2024,Q4,90239,110036,49869,40370,44.74,78756661,23827401
2024-11-09,Saturday,November,2024,Q4,66399,79499,81801,-15402,-23.2,78823060,23811999
2024-11-10,Sunday,November,2024,Q4,53245,44372,42808,10437,19.6,78876305,23822436
2024-11-11,Monday,November,2024,Q4,93950,78456,42511,51439,54.75,78970255,23873875
2024-11-12,Tuesday,November,2024,Q4,81267,83993,44719,36548,44.97,79051522,23910423
2024-11-13,Wednesday,November,2024,Q4,82268,88899,45113,37155,45.16,79133790,23947578
2024-11-14,Thursday,November,2024,Q4,88735,85174,49059,39676,44.71,79222525,23987254
2024-11-15,Friday,November,2024,Q4,76917,75469,49338,27579,35.86,79299442,24014833
2024-11-16,Saturday,November,2024,Q4,56081,58387,44954,11127,19.84,79355523,24025960
2024-11-17,Sunday,November,2024,Q4,61397,58606,49162,12235,19.93,79416920,24038195
2024-11-18,Monday,November,2024,Q4,107183,98420,42092,65091,60.73,79524103,24103286
2024-11-19,Tuesday,November,2024,Q4,94250,101581,47303,46947,49.81,79618353,24150233
2024-11-20,Wednesday,November,2024,Q4,103201,98374,45546,57655,55.87,79721554,24207888
2024-11-21,Thursday,November,2024,Q4,81149,79471,48111,33038,40.71,79802703,24240926
2024-11-22,Friday,November,2024,Q4,84725,92707,47561,37164,43.86,79887428,24278090
2024-11-23,Saturday,November,2024,Q4,56602,51816,46508,10094,17.83,79944030,24288184
2024-11-24,Sunday,November,2024,Q4,48232,41254,49594,-1362,-2.82,79992262,24286822
2024-11-25,Monday,November,2024,Q4,78828,64069,43906,34922,44.3,80071090,24321744
2024-11-26,Tuesday,November,2024,Q4,88073,87426,46989,41084,46.65,80159163,24362828
2024-11-27,Wednesday,November,2024,Q4,85976,80190,44029,41947,48.79,80245139,24404775
2024-11-28,Thursday,November,2024,Q4,77365,82492,45419,31946,41.29,80322504,24436721
2024-11-29,Friday,November,2024,Q4,82368,95813,43887,38481,46.72,80404872,24475202
2024-11-30,Saturday,November,2024,Q4,57720,64961,47879,9841,17.05,80462592,24485043
2024-12-01,Sunday,December,2024,Q4,57202,55079,43026,14176,24.78,80519794,24499219
2024-12-02,Monday,December,2024,Q4,80319,84767,46465,33854,42.15,80600113,24533073
2024-12-03,Tuesday,December,2024,Q4,82579,93140,41791,40788,49.39,80682692,24573861
2024-12-04,Wednesday,December,2024,Q4,102745,119206,47691,55054,53.58,80785437,24628915
2024-12-05,Thursday,December,2024,Q4,96153,89901,48903,47250,49.14,80881590,24676165
2024-12-06,Friday,December,2024,Q4,109138,109211,49428,59710,54.71,80990728,24735875
2024-12-07,Saturday,December,2024,Q4,66306,63233,46580,19726,29.75,81057034,24755601
2024-12-08,Sunday,December,2024,Q4,46267,48889,47445,-1178,-2.55,81103301,24754423
2024-12-09,Monday,December,2024,Q4,101212,121681,42619,58593,57.89,81204513,24813016
2024-12-10,Tuesday,December,2024,Q4,104782,98326,42788,61994,59.16,81309295,24875010
2024-12-11,Wednesday,December,2024,Q4,101666,120487,45267,56399,55.47,81410961,24931409
2024-12-12,Thursday,December,2024,Q4,86838,78729,46151,40687,46.85,81497799,24972096
2024-12-13,Friday,December,2024,Q4,84380,66401,49179,35201,41.72,81582179,25007297
2024-12-14,Saturday,December,2024,Q4,93293,96133,48629,44664,47.87,81675472,25051961
2024-12-15,Sunday,December,2024,Q4,58928,53515,47551,11377,19.31,81734400,25063338
2024-12-16,Monday,December,2024,Q4,90794,93179,41630,49164,54.15,81825194,25112502
2024-12-17,Tuesday,December,2024,Q4,83666,96027,49983,33683,40.26,81908860,25146185
2024-12-18,Wednesday,December,2024,Q4,104737,111904,47920,56817,54.25,82013597,25203002
2024-12-19,Thursday,December,2024,Q4,108199,114591,48569,59630,55.11,82121796,25262632
2024-12-20,Friday,December,2024,Q4,97328,112072,42529,54799,56.3,82219124,25317431
2024-12-21,Saturday,December,2024,Q4,53578,59669,42765,10813,20.18,82272702,25328244
2024-12-22,Sunday,December,2024,Q4,49512,50456,47022,2490,5.03,82322214,25330734
2024-12-23,Monday,December,2024,Q4,82100,79473,41741,40359,49.16,82404314,25371093
2024-12-24,Tuesday,December,2024,Q4,109674,125100,45919,63755,58.13,82513988,25434848
2024-12-25,Wednesday,December,2024,Q4,98144,88875,48658,49486,50.42,82612132,25484334
2024-12-26,Thursday,December,2024,Q4,77048,66406,42410,34638,44.96,82689180,25518972
2024-12-27,Friday,December,2024,Q4,111831,127093,47832,63999,57.23,82801011,25582971
2024-12-28,Saturday,December,2024,Q4,49816,49736,45166,4650,9.33,82850827,25587621
2024-12-29,Sunday,December,2024,Q4,48735,40846,46839,1896,3.89,82899562,25589517
2024-12-30,Monday,December,2024,Q4,79276,72914,48748,30528,38.51,82978838,25620045
2024-12-31,Tuesday,December,2024,Q4,76304,71467,47094,29210,38.28,83055142,25649255
