date,day_of_week,month,year,quarter,revenue,sales,expenditure,profit,profit_margin,cumulative_revenue,cumulative_profit
2023-11-03,Friday,November,2023,Q4,90854,100242,38245,52609,57.9,54483151,16457757
2023-11-04,Saturday,November,2023,Q4,53899,52304,40304,13595,25.22,54537050,16471352
2023-11-05,Sunday,November,2023,Q4,41010,38267,39495,1515,3.69,54578060,16472867
2023-11-06,Monday,November,2023,Q4,90951,80225,43500,47451,52.17,54669011,16520318
2023-11-07,Tuesday,November,2023,Q4,77723,89563,42059,35664,45.89,54746734,16555982
2023-11-08,Wednesday,November,2023,Q4,96341,83318,39290,57051,59.22,54843075,16613033
2023-11-09,Thursday,November,2023,Q4,88710,107244,41590,47120,53.12,54931785,16660153
2023-11-10,Friday,November,2023,Q4,86745,87182,39699,47046,54.23,55018530,16707199
2023-11-11,Saturday,November,2023,Q4,50794,47492,39421,11373,22.39,55069324,16718572
2023-11-12,Sunday,November,2023,Q4,51011,54770,44069,6942,13.61,55120335,16725514
2023-11-13,Monday,November,2023,Q4,73905,75069,43602,30303,41.0,55194240,16755817
2023-11-14,Tuesday,November,2023,Q4,89161,103712,44281,44880,50.34,55283401,16800697
2023-11-15,Wednesday,November,2023,Q4,69624,61057,38823,30801,44.24,55353025,16831498
2023-11-16,Thursday,November,2023,Q4,96131,96018,44317,51814,53.9,55449156,16883312
2023-11-17,Friday,November,2023,Q4,76622,67716,42480,34142,44.56,55525778,16917454
2023-11-18,Saturday,November,2023,Q4,43601,36414,39398,4203,9.64,55569379,16921657
2023-11-19,Sunday,November,2023,Q4,49118,55386,39088,10030,20.42,55618497,16931687
2023-11-20,Monday,November,2023,Q4,76988,79682,37200,39788,51.68,55695485,16971475
2023-11-21,Tuesday,November,2023,Q4,69470,78990,39295,30175,43.44,55764955,17001650
2023-11-22,Wednesday,November,2023,Q4,97910,108669,40105,57805,59.04,55862865,17059455
2023-11-23,Thursday,November,2023,Q4,75578,77725,37843,37735,49.93,55938443,17097190
2023-11-24,Friday,November,2023,Q4,93798,94712,37594,56204,59.92,56032241,17153394
2023-11-25,Saturday,November,2023,Q4,46915,54412,43454,3461,7.38,56079156,17156855
2023-11-26,Sunday,November,2023,Q4,44981,36822,39103,5878,13.07,56124137,17162733
2023-11-27,Monday,November,2023,Q4,69490,71826,37780,31710,45.63,56193627,17194443
2023-11-28,Tuesday,November,2023,Q4,75926,71142,38041,37885,49.9,56269553,17232328
2023-11-29,Wednesday,November,2023,Q4,78016,85898,37140,40876,52.39,56347569,17273204
2023-11-30,Thursday,November,2023,Q4,69447,82434,38926,30521,43.95,56417016,17303725
2023-12-01,Friday,December,2023,Q4,91280,107963,41235,50045,54.83,56508296,17353770
2023-12-02,Saturday,December,2023,Q4,40719,50285,44372,-3653,-8.97,56549015,17350117
2023-12-03,Sunday,December,2023,Q4,55905,53221,38167,17738,31.73,56604920,17367855
2023-12-04,Monday,December,2023,Q4,95053,103453,39099,55954,58.87,56699973,17423809
2023-12-05,Tuesday,December,2023,Q4,84219,96133,39579,44640,53.0,56784192,17468449
2023-12-06,Wednesday,December,2023,Q4,70993,59881,37398,33595,47.32,56855185,17502044
2023-12-07,Thursday,December,2023,Q4,86113,81710,43095,43018,49.96,56941298,17545062
2023-12-08,Friday,December,2023,Q4,82587,82912,38493,44094,53.39,57023885,17589156
2023-12-09,Saturday,December,2023,Q4,42807,39342,43141,-334,-0.78,57066692,17588822
2023-12-10,Sunday,December,2023,Q4,52606,52947,40552,12054,22.91,57119298,17600876
2023-12-11,Monday,December,2023,Q4,73463,74882,39162,34301,46.69,57192761,17635177
2023-12-12,Tuesday,December,2023,Q4,80900,79504,41526,39374,48.67,57273661,17674551
2023-12-13,Wednesday,December,2023,Q4,86478,87901,37583,48895,56.54,57360139,17723446
2023-12-14,Thursday,December,2023,Q4,96391,79964,41772,54619,56.66,57456530,17778065
2023-12-15,Friday,December,2023,Q4,73350,71663,41161,32189,43.88,57529880,17810254
2023-12-16,Saturday,December,2023,Q4,57336,55625,38518,18818,32.82,57587216,17829072
2023-12-17,Sunday,December,2023,Q4,45958,49893,40387,5571,12.12,57633174,17834643
2023-12-18,Monday,December,2023,Q4,95454,100876,38332,57122,59.84,57728628,17891765
2023-12-19,Tuesday,December,2023,Q4,100593,89508,38888,61705,61.34,57829221,17953470
2023-12-20,Wednesday,December,2023,Q4,70497,72205,44835,25662,36.4,57899718,17979132
2023-12-21,Thursday,December,2023,Q4,80562,78849,37453,43109,53.51,57980280,18022241
2023-12-22,Friday,December,2023,Q4,99069,96490,41821,57248,57.79,58079349,18079489
2023-12-23,Saturday,December,2023,Q4,54949,58704,40987,13962,25.41,58134298,18093451
2023-12-24,Sunday,December,2023,Q4,54173,48016,37191,16982,31.35,58188471,18110433
2023-12-25,Monday,December,2023,Q4,84257,78585,37589,46668,55.39,58272728,18157101
2023-12-26,Tuesday,December,2023,Q4,76401,74077,40943,35458,46.41,58349129,18192559
2023-12-27,Wednesday,December,2023,Q4,79788,80680,39010,40778,51.11,58428917,18233337
2023-12-28,Thursday,December,2023,Q4,85073,80110,42889,42184,49.59,58513990,18275521
2023-12-29,Friday,December,2023,Q4,86381,102371,40458,45923,53.16,58600371,18321444
2023-12-30,Saturday,December,2023,Q4,44274,42275,40680,3594,8.12,58644645,18325038
2023-12-31,Sunday,December,2023,Q4,50596,51827,41448,9148,18.08,58695241,18334186
